,SPRADDR_ZIP_PR,SEMESTER,IRO_INSTITUTION_DESCL,ENROLLMENT,YEAR
459,CA,Fall 2014,University of Hawai`i at Manoa,1,2014
460,CA,Fall 2014,University of Hawai`i at Manoa,1,2014
461,FL,Fall 2014,University of Hawai`i at Manoa,1,2014
462,CA,Fall 2014,University of Hawai`i at Manoa,1,2014
463,CA,Fall 2014,University of Hawai`i at Manoa,1,2014
464,CA,Fall 2014,University of Hawai`i at Manoa,1,2014
466,NY,Fall 2014,University of Hawai`i at Manoa,1,2014
467,CA,Fall 2014,University of Hawai`i at Manoa,1,2014
468,KY,Fall 2014,University of Hawai`i at Manoa,1,2014
469,FL,Fall 2014,University of Hawai`i at Manoa,1,2014
470,CA,Fall 2014,University of Hawai`i at Manoa,1,2014
471,HI,Fall 2014,University of Hawai`i at Manoa,1,2014
472,CA,Fall 2014,University of Hawai`i at Manoa,1,2014
473,NM,Fall 2014,University of Hawai`i at Manoa,1,2014
474,CA,Fall 2014,University of Hawai`i at Manoa,1,2014
475,NC,Fall 2014,University of Hawai`i at Manoa,1,2014
476,CA,Fall 2014,University of Hawai`i at Manoa,1,2014
477,WA,Fall 2014,University of Hawai`i at Manoa,1,2014
478,CA,Fall 2014,University of Hawai`i at Manoa,1,2014
479,OR,Fall 2014,University of Hawai`i at Manoa,1,2014
480,WA,Fall 2014,University of Hawai`i at Manoa,1,2014
481,CA,Fall 2014,University of Hawai`i at Manoa,1,2014
482,IL,Fall 2014,University of Hawai`i at Manoa,1,2014
483,CA,Fall 2014,University of Hawai`i at Manoa,1,2014
484,CA,Fall 2014,University of Hawai`i at Manoa,1,2014
485,CA,Fall 2014,University of Hawai`i at Manoa,1,2014
486,NY,Fall 2014,University of Hawai`i at Manoa,1,2014
487,NM,Fall 2014,University of Hawai`i at Manoa,1,2014
488,CO,Fall 2014,University of Hawai`i at Manoa,1,2014
489,NJ,Fall 2014,University of Hawai`i at Manoa,1,2014
490,IA,Fall 2014,University of Hawai`i at Manoa,1,2014
491,TX,Fall 2014,University of Hawai`i at Manoa,1,2014
492,NV,Fall 2014,University of Hawai`i at Manoa,1,2014
493,MT,Fall 2014,University of Hawai`i at Manoa,1,2014
494,IL,Fall 2014,University of Hawai`i at Manoa,1,2014
495,WY,Fall 2014,University of Hawai`i at Manoa,1,2014
496,HI,Fall 2014,University of Hawai`i at Manoa,1,2014
497,NV,Fall 2014,University of Hawai`i at Manoa,1,2014
498,NY,Fall 2014,University of Hawai`i at Manoa,1,2014
499,NJ,Fall 2014,University of Hawai`i at Manoa,1,2014
500,HI,Fall 2014,University of Hawai`i at Manoa,3,2014
501,TX,Fall 2014,University of Hawai`i at Manoa,1,2014
502,CA,Fall 2014,University of Hawai`i at Manoa,1,2014
503,HI,Fall 2014,University of Hawai`i at Manoa,1,2014
504,HI,Fall 2014,University of Hawai`i at Manoa,1,2014
505,FL,Fall 2014,University of Hawai`i at Manoa,1,2014
506,MI,Fall 2014,University of Hawai`i at Manoa,1,2014
507,WA,Fall 2014,University of Hawai`i at Manoa,1,2014
508,HI,Fall 2014,University of Hawai`i at Manoa,1,2014
509,CA,Fall 2014,University of Hawai`i at Manoa,1,2014
510,NY,Fall 2014,University of Hawai`i at Manoa,1,2014
511,CA,Fall 2014,University of Hawai`i at Manoa,1,2014
512,AZ,Fall 2014,University of Hawai`i at Manoa,1,2014
513,WA,Fall 2014,University of Hawai`i at Manoa,1,2014
514,WY,Fall 2014,University of Hawai`i at Manoa,1,2014
515,MT,Fall 2014,University of Hawai`i at Manoa,1,2014
516,CA,Fall 2014,University of Hawai`i at Manoa,1,2014
517,CA,Fall 2014,University of Hawai`i at Manoa,1,2014
518,WA,Fall 2014,University of Hawai`i at Manoa,1,2014
519,TN,Fall 2014,University of Hawai`i at Manoa,1,2014
520,HI,Fall 2014,University of Hawai`i at Manoa,1,2014
521,CO,Fall 2014,University of Hawai`i at Manoa,1,2014
522,SD,Fall 2015,University of Hawai`i at Manoa,1,2015
523,HI,Fall 2015,University of Hawai`i at Manoa,108,2015
524,HI,Fall 2015,University of Hawai`i at Manoa,2,2015
525,HI,Fall 2015,University of Hawai`i at Manoa,63,2015
526,NJ,Fall 2015,University of Hawai`i at Manoa,2,2015
527,VA,Fall 2015,University of Hawai`i at Manoa,1,2015
528,WA,Fall 2015,University of Hawai`i at Manoa,2,2015
529,HI,Fall 2015,University of Hawai`i at Manoa,167,2015
530,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
531,HI,Fall 2015,University of Hawai`i at Manoa,73,2015
532,GA,Fall 2015,University of Hawai`i at Manoa,1,2015
533,HI,Fall 2015,University of Hawai`i at Manoa,65,2015
534,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
535,HI,Fall 2015,University of Hawai`i at Manoa,93,2015
536,WA,Fall 2015,University of Hawai`i at Manoa,4,2015
537,HI,Fall 2015,University of Hawai`i at Manoa,263,2015
538,CO,Fall 2015,University of Hawai`i at Manoa,1,2015
539,HI,Fall 2015,University of Hawai`i at Manoa,4,2015
540,HI,Fall 2015,University of Hawai`i at Manoa,10,2015
541,HI,Fall 2015,University of Hawai`i at Manoa,41,2015
542,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
543,AR,Fall 2015,University of Hawai`i at Manoa,1,2015
544,CA,Fall 2015,University of Hawai`i at Manoa,3,2015
545,HI,Fall 2015,University of Hawai`i at Manoa,45,2015
546,HI,Fall 2015,University of Hawai`i at Manoa,64,2015
547,HI,Fall 2015,University of Hawai`i at Manoa,13,2015
548,HI,Fall 2015,University of Hawai`i at Manoa,2,2015
549,HI,Fall 2015,University of Hawai`i at Manoa,10,2015
550,HI,Fall 2015,University of Hawai`i at Manoa,4,2015
551,CA,Fall 2015,University of Hawai`i at Manoa,2,2015
552,HI,Fall 2015,University of Hawai`i at Manoa,162,2015
553,HI,Fall 2015,University of Hawai`i at Manoa,40,2015
554,HI,Fall 2015,University of Hawai`i at Manoa,9,2015
555,HI,Fall 2015,University of Hawai`i at Manoa,27,2015
556,HI,Fall 2015,University of Hawai`i at Manoa,14,2015
557,HI,Fall 2015,University of Hawai`i at Manoa,4,2015
558,WA,Fall 2015,University of Hawai`i at Manoa,6,2015
560,HI,Fall 2015,University of Hawai`i at Manoa,42,2015
561,IL,Fall 2015,University of Hawai`i at Manoa,1,2015
562,HI,Fall 2015,University of Hawai`i at Manoa,5,2015
563,OR,Fall 2015,University of Hawai`i at Manoa,3,2015
564,CA,Fall 2015,University of Hawai`i at Manoa,2,2015
565,HI,Fall 2015,University of Hawai`i at Manoa,7,2015
566,HI,Fall 2015,University of Hawai`i at Manoa,30,2015
567,HI,Fall 2015,University of Hawai`i at Manoa,12,2015
568,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
569,HI,Fall 2015,University of Hawai`i at Manoa,9,2015
570,NJ,Fall 2015,University of Hawai`i at Manoa,1,2015
571,CA,Fall 2015,University of Hawai`i at Manoa,2,2015
572,LA,Fall 2015,University of Hawai`i at Manoa,1,2015
573,AK,Fall 2015,University of Hawai`i at Manoa,1,2015
574,WA,Fall 2015,University of Hawai`i at Manoa,1,2015
575,MN,Fall 2015,University of Hawai`i at Manoa,1,2015
576,HI,Fall 2015,University of Hawai`i at Manoa,6,2015
577,HI,Fall 2015,University of Hawai`i at Manoa,8,2015
578,CA,Fall 2015,University of Hawai`i at Manoa,2,2015
579,OK,Fall 2015,University of Hawai`i at Manoa,1,2015
580,CT,Fall 2015,University of Hawai`i at Manoa,1,2015
581,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
582,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
583,MN,Fall 2015,University of Hawai`i at Manoa,1,2015
584,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
585,IA,Fall 2015,University of Hawai`i at Manoa,1,2015
586,CA,Fall 2015,University of Hawai`i at Manoa,3,2015
587,CA,Fall 2015,University of Hawai`i at Manoa,5,2015
588,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
590,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
591,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
592,WA,Fall 2015,University of Hawai`i at Manoa,2,2015
593,UT,Fall 2015,University of Hawai`i at Manoa,2,2015
594,CA,Fall 2015,University of Hawai`i at Manoa,6,2015
595,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
596,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
597,HI,Fall 2015,University of Hawai`i at Manoa,12,2015
598,MA,Fall 2015,University of Hawai`i at Manoa,1,2015
599,FL,Fall 2015,University of Hawai`i at Manoa,1,2015
600,WA,Fall 2015,University of Hawai`i at Manoa,2,2015
601,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
602,GA,Fall 2015,University of Hawai`i at Manoa,1,2015
603,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
604,CA,Fall 2015,University of Hawai`i at Manoa,3,2015
605,AK,Fall 2015,University of Hawai`i at Manoa,1,2015
606,CA,Fall 2015,University of Hawai`i at Manoa,2,2015
607,HI,Fall 2015,University of Hawai`i at Manoa,2,2015
608,WA,Fall 2015,University of Hawai`i at Manoa,1,2015
609,PA,Fall 2015,University of Hawai`i at Manoa,1,2015
610,MA,Fall 2015,University of Hawai`i at Manoa,1,2015
611,IN,Fall 2015,University of Hawai`i at Manoa,1,2015
612,HI,Fall 2015,University of Hawai`i at Manoa,20,2015
613,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
614,HI,Fall 2015,University of Hawai`i at Manoa,8,2015
615,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
616,TX,Fall 2015,University of Hawai`i at Manoa,1,2015
617,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
618,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
619,OH,Fall 2015,University of Hawai`i at Manoa,1,2015
620,FL,Fall 2015,University of Hawai`i at Manoa,1,2015
621,HI,Fall 2015,University of Hawai`i at Manoa,7,2015
622,OR,Fall 2015,University of Hawai`i at Manoa,1,2015
623,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
624,HI,Fall 2015,University of Hawai`i at Manoa,4,2015
625,ID,Fall 2015,University of Hawai`i at Manoa,1,2015
626,WA,Fall 2015,University of Hawai`i at Manoa,3,2015
627,CA,Fall 2015,University of Hawai`i at Manoa,6,2015
628,CA,Fall 2015,University of Hawai`i at Manoa,2,2015
629,HI,Fall 2015,University of Hawai`i at Manoa,4,2015
630,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
631,FL,Fall 2015,University of Hawai`i at Manoa,1,2015
632,HI,Fall 2015,University of Hawai`i at Manoa,8,2015
634,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
635,HI,Fall 2015,University of Hawai`i at Manoa,37,2015
636,CA,Fall 2015,University of Hawai`i at Manoa,2,2015
637,HI,Fall 2015,University of Hawai`i at Manoa,9,2015
638,NJ,Fall 2015,University of Hawai`i at Manoa,1,2015
639,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
640,HI,Fall 2015,University of Hawai`i at Manoa,3,2015
641,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
642,ID,Fall 2015,University of Hawai`i at Manoa,1,2015
643,CA,Fall 2015,University of Hawai`i at Manoa,5,2015
644,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
645,HI,Fall 2015,University of Hawai`i at Manoa,2,2015
646,CA,Fall 2015,University of Hawai`i at Manoa,2,2015
647,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
648,MN,Fall 2015,University of Hawai`i at Manoa,1,2015
649,HI,Fall 2015,University of Hawai`i at Manoa,6,2015
650,OR,Fall 2015,University of Hawai`i at Manoa,1,2015
651,NY,Fall 2015,University of Hawai`i at Manoa,1,2015
652,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
653,OR,Fall 2015,University of Hawai`i at Manoa,1,2015
654,CA,Fall 2015,University of Hawai`i at Manoa,2,2015
655,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
656,OR,Fall 2015,University of Hawai`i at Manoa,3,2015
657,CA,Fall 2015,University of Hawai`i at Manoa,2,2015
658,NY,Fall 2015,University of Hawai`i at Manoa,1,2015
659,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
660,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
661,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
662,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
663,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
664,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
665,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
666,AK,Fall 2015,University of Hawai`i at Manoa,1,2015
667,CA,Fall 2015,University of Hawai`i at Manoa,4,2015
668,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
669,TN,Fall 2015,University of Hawai`i at Manoa,1,2015
670,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
671,VA,Fall 2015,University of Hawai`i at Manoa,2,2015
672,TX,Fall 2015,University of Hawai`i at Manoa,1,2015
674,OR,Fall 2015,University of Hawai`i at Manoa,1,2015
675,MD,Fall 2015,University of Hawai`i at Manoa,1,2015
676,HI,Fall 2015,University of Hawai`i at Manoa,6,2015
677,HI,Fall 2015,University of Hawai`i at Manoa,15,2015
678,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
679,IA,Fall 2015,University of Hawai`i at Manoa,1,2015
680,HI,Fall 2015,University of Hawai`i at Manoa,3,2015
681,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
682,CA,Fall 2015,University of Hawai`i at Manoa,3,2015
683,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
684,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
685,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
686,OR,Fall 2015,University of Hawai`i at Manoa,1,2015
687,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
688,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
689,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
690,OR,Fall 2015,University of Hawai`i at Manoa,3,2015
691,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
692,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
693,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
694,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
695,HI,Fall 2015,University of Hawai`i at Manoa,7,2015
696,NY,Fall 2015,University of Hawai`i at Manoa,1,2015
697,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
698,NY,Fall 2015,University of Hawai`i at Manoa,1,2015
699,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
700,CO,Fall 2015,University of Hawai`i at Manoa,1,2015
701,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
702,CO,Fall 2015,University of Hawai`i at Manoa,3,2015
703,WA,Fall 2015,University of Hawai`i at Manoa,3,2015
704,HI,Fall 2015,University of Hawai`i at Manoa,3,2015
705,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
706,IL,Fall 2015,University of Hawai`i at Manoa,1,2015
707,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
708,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
709,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
710,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
711,ID,Fall 2015,University of Hawai`i at Manoa,3,2015
712,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
713,WA,Fall 2015,University of Hawai`i at Manoa,2,2015
714,MI,Fall 2015,University of Hawai`i at Manoa,1,2015
715,GA,Fall 2015,University of Hawai`i at Manoa,1,2015
716,OR,Fall 2015,University of Hawai`i at Manoa,1,2015
717,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
718,UT,Fall 2015,University of Hawai`i at Manoa,1,2015
719,WA,Fall 2015,University of Hawai`i at Manoa,1,2015
720,WA,Fall 2015,University of Hawai`i at Manoa,1,2015
721,WA,Fall 2015,University of Hawai`i at Manoa,1,2015
722,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
723,CA,Fall 2015,University of Hawai`i at Manoa,2,2015
725,WA,Fall 2015,University of Hawai`i at Manoa,1,2015
726,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
727,VA,Fall 2015,University of Hawai`i at Manoa,1,2015
728,CA,Fall 2015,University of Hawai`i at Manoa,3,2015
729,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
730,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
731,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
732,HI,Fall 2015,University of Hawai`i at Manoa,4,2015
733,HI,Fall 2015,University of Hawai`i at Manoa,2,2015
734,MO,Fall 2015,University of Hawai`i at Manoa,1,2015
735,MA,Fall 2015,University of Hawai`i at Manoa,1,2015
736,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
737,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
738,CA,Fall 2015,University of Hawai`i at Manoa,4,2015
739,CA,Fall 2015,University of Hawai`i at Manoa,4,2015
740,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
741,MI,Fall 2015,University of Hawai`i at Manoa,1,2015
742,MD,Fall 2015,University of Hawai`i at Manoa,1,2015
743,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
744,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
745,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
746,WA,Fall 2015,University of Hawai`i at Manoa,1,2015
747,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
748,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
749,HI,Fall 2015,University of Hawai`i at Manoa,3,2015
750,OH,Fall 2015,University of Hawai`i at Manoa,1,2015
751,HI,Fall 2015,University of Hawai`i at Manoa,3,2015
752,PA,Fall 2015,University of Hawai`i at Manoa,1,2015
753,AZ,Fall 2015,University of Hawai`i at Manoa,2,2015
754,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
755,AK,Fall 2015,University of Hawai`i at Manoa,1,2015
756,WA,Fall 2015,University of Hawai`i at Manoa,2,2015
757,MD,Fall 2015,University of Hawai`i at Manoa,1,2015
758,CO,Fall 2015,University of Hawai`i at Manoa,2,2015
759,NC,Fall 2015,University of Hawai`i at Manoa,1,2015
760,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
761,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
762,WA,Fall 2015,University of Hawai`i at Manoa,1,2015
763,NV,Fall 2015,University of Hawai`i at Manoa,1,2015
764,WI,Fall 2015,University of Hawai`i at Manoa,1,2015
765,AZ,Fall 2015,University of Hawai`i at Manoa,1,2015
766,CA,Fall 2015,University of Hawai`i at Manoa,2,2015
767,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
768,CO,Fall 2015,University of Hawai`i at Manoa,1,2015
769,WA,Fall 2015,University of Hawai`i at Manoa,1,2015
770,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
771,HI,Fall 2015,University of Hawai`i at Manoa,2,2015
772,NY,Fall 2015,University of Hawai`i at Manoa,1,2015
773,NY,Fall 2015,University of Hawai`i at Manoa,1,2015
774,CA,Fall 2015,University of Hawai`i at Manoa,3,2015
775,CA,Fall 2015,University of Hawai`i at Manoa,3,2015
776,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
777,HI,Fall 2015,University of Hawai`i at Manoa,2,2015
778,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
779,CA,Fall 2015,University of Hawai`i at Manoa,4,2015
780,CO,Fall 2015,University of Hawai`i at Manoa,2,2015
781,WA,Fall 2015,University of Hawai`i at Manoa,1,2015
782,AZ,Fall 2015,University of Hawai`i at Manoa,1,2015
783,OR,Fall 2015,University of Hawai`i at Manoa,1,2015
784,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
785,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
786,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
787,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
788,AK,Fall 2015,University of Hawai`i at Manoa,1,2015
789,OH,Fall 2015,University of Hawai`i at Manoa,1,2015
790,MA,Fall 2015,University of Hawai`i at Manoa,2,2015
791,NV,Fall 2015,University of Hawai`i at Manoa,1,2015
792,OR,Fall 2015,University of Hawai`i at Manoa,1,2015
793,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
794,CO,Fall 2015,University of Hawai`i at Manoa,1,2015
795,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
796,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
797,NM,Fall 2015,University of Hawai`i at Manoa,1,2015
798,NY,Fall 2015,University of Hawai`i at Manoa,1,2015
799,NJ,Fall 2015,University of Hawai`i at Manoa,1,2015
800,NY,Fall 2015,University of Hawai`i at Manoa,1,2015
801,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
802,IL,Fall 2015,University of Hawai`i at Manoa,1,2015
803,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
804,IA,Fall 2015,University of Hawai`i at Manoa,2,2015
805,GA,Fall 2015,University of Hawai`i at Manoa,1,2015
806,UT,Fall 2015,University of Hawai`i at Manoa,1,2015
807,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
808,SC,Fall 2015,University of Hawai`i at Manoa,1,2015
809,HI,Fall 2015,University of Hawai`i at Manoa,2,2015
810,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
811,OR,Fall 2015,University of Hawai`i at Manoa,2,2015
812,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
813,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
814,PA,Fall 2015,University of Hawai`i at Manoa,1,2015
815,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
816,AZ,Fall 2015,University of Hawai`i at Manoa,1,2015
817,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
818,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
819,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
820,NJ,Fall 2015,University of Hawai`i at Manoa,1,2015
822,CA,Fall 2015,University of Hawai`i at Manoa,4,2015
823,CO,Fall 2015,University of Hawai`i at Manoa,1,2015
824,NJ,Fall 2015,University of Hawai`i at Manoa,1,2015
825,WA,Fall 2015,University of Hawai`i at Manoa,1,2015
826,KY,Fall 2015,University of Hawai`i at Manoa,1,2015
827,CA,Fall 2015,University of Hawai`i at Manoa,7,2015
828,AK,Fall 2015,University of Hawai`i at Manoa,2,2015
829,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
830,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
831,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
832,CA,Fall 2015,University of Hawai`i at Manoa,1,2015
833,HI,Fall 2015,University of Hawai`i at Manoa,1,2015
834,CA,Fall 2015,University of Hawai`i at Manoa,2,2015
